95|22
95|65
95|37
95|67
95|63
95|73
95|89
95|23
95|38
95|75
95|41
95|88
95|71
95|98
95|56
95|77
95|93
95|36
78|76
78|69
78|62
78|15
78|43
78|47
78|92
78|24
78|46
78|48
78|85
78|95
78|93
78|54
78|11
78|66
78|12
78|83
78|58
78|82
78|74
78|14
78|26
78|57
44|88
44|26
44|78
44|47
44|86
44|67
44|92
44|57
44|12
44|11
44|85
44|76
44|14
44|42
44|75
44|69
44|23
44|46
44|43
44|62
44|54
44|58
44|83
44|74
43|12
43|82
43|92
43|14
43|85
43|74
43|76
43|62
43|33
43|95
43|11
43|66
43|46
43|15
43|69
43|47
43|24
43|26
43|57
43|83
43|48
43|58
43|93
43|54
47|65
47|38
47|24
47|73
47|58
47|98
47|56
47|89
47|48
47|93
47|36
47|76
47|41
47|71
47|95
47|66
47|33
47|57
47|79
47|15
47|37
47|82
47|69
47|19
37|38
37|23
37|74
37|98
37|73
37|88
37|89
37|75
37|77
37|44
37|71
37|86
37|43
37|42
37|22
37|19
37|83
37|72
37|54
37|78
37|56
37|63
37|67
37|92
26|66
26|95
26|65
26|82
26|85
26|48
26|15
26|37
26|69
26|47
26|57
26|58
26|62
26|46
26|24
26|79
26|14
26|33
26|76
26|41
26|12
26|36
26|93
26|11
93|56
93|22
93|44
93|65
93|71
93|88
93|38
93|75
93|36
93|72
93|86
93|63
93|79
93|67
93|23
93|73
93|41
93|19
93|37
93|33
93|77
93|42
93|98
93|89
75|86
75|11
75|46
75|14
75|76
75|54
75|26
75|67
75|85
75|74
75|69
75|42
75|66
75|92
75|47
75|83
75|23
75|88
75|78
75|57
75|43
75|62
75|12
75|58
89|92
89|77
89|63
89|86
89|78
89|12
89|67
89|46
89|85
89|74
89|26
89|44
89|54
89|72
89|22
89|43
89|83
89|14
89|88
89|11
89|75
89|62
89|42
89|23
36|43
36|23
36|22
36|72
36|71
36|54
36|73
36|74
36|56
36|78
36|63
36|89
36|38
36|37
36|19
36|77
36|88
36|42
36|98
36|67
36|92
36|44
36|86
36|75
66|44
66|65
66|33
66|77
66|95
66|89
66|63
66|71
66|56
66|82
66|98
66|36
66|79
66|15
66|19
66|73
66|72
66|48
66|37
66|41
66|24
66|38
66|93
76|36
76|48
76|73
76|56
76|24
76|93
76|33
76|77
76|19
76|95
76|66
76|41
76|98
76|71
76|22
76|37
76|65
76|15
76|82
76|79
76|72
76|89
88|47
88|69
88|26
88|78
88|82
88|62
88|14
88|86
88|66
88|74
88|48
88|11
88|85
88|15
88|58
88|12
88|92
88|57
88|46
88|54
88|42
38|23
38|92
38|44
38|43
38|54
38|63
38|26
38|19
38|73
38|42
38|71
38|78
38|88
38|56
38|74
38|86
38|72
38|89
38|83
38|67
12|33
12|76
12|62
12|66
12|85
12|95
12|69
12|11
12|38
12|57
12|79
12|58
12|15
12|24
12|48
12|65
12|37
12|36
12|47
67|23
67|85
67|12
67|82
67|88
67|58
67|78
67|57
67|42
67|46
67|14
67|11
67|54
67|69
67|62
67|76
67|83
67|74
62|33
62|76
62|95
62|19
62|15
62|85
62|82
62|38
62|93
62|37
62|73
62|69
62|65
62|57
62|48
62|98
62|47
54|76
54|79
54|48
54|12
54|47
54|33
54|24
54|62
54|46
54|57
54|65
54|11
54|95
54|69
54|85
54|41
15|44
15|73
15|63
15|89
15|93
15|22
15|36
15|24
15|56
15|37
15|33
15|77
15|95
15|79
15|23
65|92
65|72
65|43
65|63
65|86
65|75
65|73
65|89
65|22
65|42
65|67
65|23
65|56
65|37
73|98
73|67
73|72
73|83
73|42
73|56
73|75
73|54
73|92
73|71
73|63
73|23
73|46
63|14
63|77
63|22
63|74
63|47
63|78
63|46
63|72
63|92
63|88
63|86
63|75
22|26
22|14
22|74
22|92
22|46
22|58
22|62
22|83
22|44
22|67
22|12
46|36
46|47
46|58
46|14
46|41
46|66
46|69
46|82
46|95
46|33
69|66
69|93
69|15
69|33
69|73
69|82
69|19
69|71
69|41
23|76
23|46
23|42
23|85
23|26
23|66
23|54
23|43
33|63
33|44
33|89
33|71
33|72
33|22
33|38
92|11
92|54
92|24
92|58
92|26
92|93
72|14
72|12
72|26
72|43
72|58
98|44
98|26
98|14
98|22
77|43
77|83
77|72
56|77
56|22
14|93
